Date time,Home (kW),Solar (kW),Grid (kW)
2023-06-29T00:00:00-05:00,3.1,0.0,3.2
2023-06-29T00:05:00-05:00,3.2,0.0,3.5
2023-06-29T00:10:00-05:00,3.5,0.0,3.4
2023-06-29T00:15:00-05:00,3.4,0.0,2.2
2023-06-29T00:20:00-05:00,2.2,0.0,0.2
2023-06-29T00:25:00-05:00,0.2,0.0,2.5
2023-06-29T00:30:00-05:00,2.5,0.0,3.1
2023-06-29T00:35:00-05:00,3.1,0.0,3.1
2023-06-29T00:40:00-05:00,3.1,0.0,0.9
2023-06-29T00:45:00-05:00,0.9,0.0,1.9
2023-06-29T00:50:00-05:00,1.9,0.0,3.1
2023-06-29T00:55:00-05:00,3.1,0.0,2.6
2023-06-29T01:00:00-05:00,2.6,0.0,0.3
2023-06-29T01:05:00-05:00,0.3,0.0,1.8
2023-06-29T01:10:00-05:00,1.8,0.0,3.0
2023-06-29T01:15:00-05:00,3.0,0.0,3.0
2023-06-29T01:20:00-05:00,3.0,0.0,0.9
2023-06-29T01:25:00-05:00,0.9,0.0,0.8
2023-06-29T01:30:00-05:00,0.8,0.0,3.1
2023-06-29T01:35:00-05:00,3.1,0.0,3.0
2023-06-29T01:40:00-05:00,3.0,0.0,2.0
2023-06-29T01:45:00-05:00,2.0,0.0,0.2
2023-06-29T01:50:00-05:00,0.2,0.0,0.2
2023-06-29T01:55:00-05:00,0.2,0.0,3.0
2023-06-29T02:00:00-05:00,3.0,0.0,3.0
2023-06-29T02:05:00-05:00,3.0,0.0,0.9
2023-06-29T02:10:00-05:00,0.9,0.0,0.2
2023-06-29T02:15:00-05:00,0.2,0.0,1.3
2023-06-29T02:20:00-05:00,1.3,0.0,3.0
2023-06-29T02:25:00-05:00,3.0,0.0,5.8
2023-06-29T02:30:00-05:00,5.8,0.0,1.2
2023-06-29T02:35:00-05:00,1.2,0.0,0.8
2023-06-29T02:40:00-05:00,0.8,0.0,3.0
2023-06-29T02:45:00-05:00,3.0,0.0,2.0
2023-06-29T02:50:00-05:00,2.0,0.0,0.2
2023-06-29T02:55:00-05:00,0.2,0.0,0.2
2023-06-29T03:00:00-05:00,0.2,0.0,3.0
2023-06-29T03:05:00-05:00,3.0,0.0,2.0
2023-06-29T03:10:00-05:00,2.0,0.0,0.2
2023-06-29T03:15:00-05:00,0.2,0.0,0.2
2023-06-29T03:20:00-05:00,0.2,0.0,2.4
2023-06-29T03:25:00-05:00,2.4,0.0,2.5
2023-06-29T03:30:00-05:00,2.5,0.0,0.3
2023-06-29T03:35:00-05:00,0.3,0.0,0.2
2023-06-29T03:40:00-05:00,0.2,0.0,1.3
2023-06-29T03:45:00-05:00,1.3,0.0,2.9
2023-06-29T03:50:00-05:00,2.9,0.0,0.9
2023-06-29T03:55:00-05:00,0.9,0.0,0.2
2023-06-29T04:00:00-05:00,0.2,0.0,0.2
2023-06-29T04:05:00-05:00,0.2,0.0,2.5
2023-06-29T04:10:00-05:00,2.5,0.0,3.0
2023-06-29T04:15:00-05:00,3.0,0.0,0.4
2023-06-29T04:20:00-05:00,0.4,0.0,0.2
2023-06-29T04:25:00-05:00,0.2,0.0,0.2
2023-06-29T04:30:00-05:00,0.2,0.0,2.3
2023-06-29T04:35:00-05:00,2.3,0.0,2.9
2023-06-29T04:40:00-05:00,2.9,0.0,0.9
2023-06-29T04:45:00-05:00,0.9,0.0,0.2
2023-06-29T04:50:00-05:00,0.2,0.0,0.2
2023-06-29T04:55:00-05:00,0.2,0.0,1.3
2023-06-29T05:00:00-05:00,1.3,0.0,3.0
2023-06-29T05:05:00-05:00,3.0,0.0,1.5
2023-06-29T05:10:00-05:00,1.5,0.0,0.2
2023-06-29T05:15:00-05:00,0.2,0.0,0.2
2023-06-29T05:20:00-05:00,0.2,0.0,0.8
2023-06-29T05:25:00-05:00,0.8,0.0,2.9
2023-06-29T05:30:00-05:00,2.9,0.0,1.3
2023-06-29T05:35:00-05:00,1.3,0.0,0.2
2023-06-29T05:40:00-05:00,0.2,0.0,0.2
2023-06-29T05:45:00-05:00,0.2,0.0,1.3
2023-06-29T05:50:00-05:00,1.3,0.0,3.0
2023-06-29T05:55:00-05:00,3.0,0.0,1.4
2023-06-29T06:00:00-05:00,1.4,0.0,0.2
2023-06-29T06:05:00-05:00,0.2,0.0,0.2
2023-06-29T06:10:00-05:00,0.2,0.0,0.2
2023-06-29T06:15:00-05:00,0.2,0.0,0.2
2023-06-29T06:20:00-05:00,0.2,0.0,0.2
2023-06-29T06:25:00-05:00,0.2,0.0,0.2
2023-06-29T06:30:00-05:00,0.2,0.0,0.2
2023-06-29T06:35:00-05:00,0.2,0.0,0.2
2023-06-29T06:40:00-05:00,0.2,0.0,0.2
2023-06-29T06:45:00-05:00,0.3,0.1,0.2
2023-06-29T06:50:00-05:00,0.3,0.1,0.2
2023-06-29T06:55:00-05:00,0.3,0.1,0.2
2023-06-29T07:00:00-05:00,0.3,0.1,0.1
2023-06-29T07:05:00-05:00,0.3,0.1,0.1
2023-06-29T07:10:00-05:00,0.3,0.2,0.0
2023-06-29T07:15:00-05:00,0.2,0.2,0.0
2023-06-29T07:20:00-05:00,0.2,0.2,0.0
2023-06-29T07:25:00-05:00,0.2,0.2,0.0
2023-06-29T07:30:00-05:00,0.2,0.2,0.0
2023-06-29T07:35:00-05:00,0.2,0.2,0.0
2023-06-29T07:40:00-05:00,0.2,0.2,0.0
2023-06-29T07:45:00-05:00,0.2,0.2,0.0
2023-06-29T07:50:00-05:00,0.2,0.2,0.0
2023-06-29T07:55:00-05:00,0.2,0.2,0.0
2023-06-29T08:00:00-05:00,0.3,0.3,0.0
2023-06-29T08:05:00-05:00,0.3,0.3,0.0
2023-06-29T08:10:00-05:00,0.3,0.3,0.0
2023-06-29T08:15:00-05:00,0.3,0.3,0.0
2023-06-29T08:20:00-05:00,0.3,0.3,0.0
2023-06-29T08:25:00-05:00,0.3,0.3,0.0
2023-06-29T08:30:00-05:00,0.3,0.3,0.0
2023-06-29T08:35:00-05:00,0.3,0.3,0.3
2023-06-29T08:40:00-05:00,0.6,0.3,1.0
2023-06-29T08:45:00-05:00,1.4,0.4,5.0
2023-06-29T08:50:00-05:00,5.4,0.4,0.0
2023-06-29T08:55:00-05:00,0.4,0.4,0.0
2023-06-29T09:00:00-05:00,0.4,0.4,0.0
2023-06-29T09:05:00-05:00,0.5,0.5,0.0
2023-06-29T09:10:00-05:00,0.3,0.7,0.0
2023-06-29T09:15:00-05:00,0.4,1.3,0.0
2023-06-29T09:20:00-05:00,0.3,1.4,0.0
2023-06-29T09:25:00-05:00,0.3,1.5,0.0
2023-06-29T09:30:00-05:00,0.3,1.6,0.0
2023-06-29T09:35:00-05:00,0.3,1.6,0.0
2023-06-29T09:40:00-05:00,0.3,1.7,0.0
2023-06-29T09:45:00-05:00,0.3,1.8,0.0
2023-06-29T09:50:00-05:00,0.3,1.9,0.0
2023-06-29T09:55:00-05:00,0.3,1.9,0.0
2023-06-29T10:00:00-05:00,0.3,2.0,0.0
2023-06-29T10:05:00-05:00,0.3,2.1,0.0
2023-06-29T10:10:00-05:00,0.3,2.1,0.0
2023-06-29T10:15:00-05:00,0.3,2.2,0.0
2023-06-29T10:20:00-05:00,0.3,2.3,0.0
2023-06-29T10:25:00-05:00,3.0,2.3,0.0
2023-06-29T10:30:00-05:00,9.3,2.4,0.7
2023-06-29T10:35:00-05:00,6.5,2.5,6.9
2023-06-29T10:40:00-05:00,4.3,2.5,4.0
2023-06-29T10:45:00-05:00,2.7,2.6,1.8
2023-06-29T10:50:00-05:00,2.7,2.6,0.1
2023-06-29T10:55:00-05:00,2.9,2.7,0.1
2023-06-29T11:00:00-05:00,3.0,2.7,0.3
2023-06-29T11:05:00-05:00,2.5,2.8,0.3
2023-06-29T11:10:00-05:00,4.6,2.8,0.0
2023-06-29T11:15:00-05:00,2.5,2.9,0.0
2023-06-29T11:20:00-05:00,0.5,2.9,0.0
2023-06-29T11:25:00-05:00,0.5,3.0,1.8
2023-06-29T11:30:00-05:00,0.5,3.0,0.0
2023-06-29T11:35:00-05:00,4.3,3.1,0.0
2023-06-29T11:40:00-05:00,1.6,3.1,0.0
2023-06-29T11:45:00-05:00,5.6,3.1,0.0
2023-06-29T11:50:00-05:00,4.6,3.2,0.0
2023-06-29T11:55:00-05:00,4.4,3.2,0.0
2023-06-29T12:00:00-05:00,3.7,3.2,1.3
2023-06-29T12:05:00-05:00,4.7,3.2,0.0
2023-06-29T12:10:00-05:00,3.6,3.3,0.0
2023-06-29T12:15:00-05:00,3.6,3.3,0.0
2023-06-29T12:20:00-05:00,2.6,3.4,2.4
2023-06-29T12:25:00-05:00,2.6,3.4,1.5
2023-06-29T12:30:00-05:00,1.9,3.5,1.2
2023-06-29T12:35:00-05:00,0.6,3.5,0.5
2023-06-29T12:40:00-05:00,0.6,3.5,1.5
2023-06-29T12:45:00-05:00,0.4,3.5,0.4
2023-06-29T12:50:00-05:00,0.5,3.5,0.2
2023-06-29T12:55:00-05:00,0.5,3.5,0.0
2023-06-29T13:00:00-05:00,0.5,3.6,0.0
2023-06-29T13:05:00-05:00,0.5,3.6,0.0
2023-06-29T13:10:00-05:00,0.3,3.6,0.0
2023-06-29T13:15:00-05:00,0.3,3.6,0.0
2023-06-29T13:20:00-05:00,5.2,3.6,0.0
2023-06-29T13:25:00-05:00,0.5,3.6,0.0
2023-06-29T13:30:00-05:00,0.5,3.6,0.0
2023-06-29T13:35:00-05:00,0.4,3.6,0.0
2023-06-29T13:40:00-05:00,5.1,3.6,0.0
2023-06-29T13:45:00-05:00,0.4,3.6,0.0
2023-06-29T13:50:00-05:00,0.4,3.6,0.0
2023-06-29T13:55:00-05:00,0.4,3.6,0.0
2023-06-29T14:00:00-05:00,3.9,3.7,0.0
2023-06-29T14:05:00-05:00,3.0,3.7,1.6
2023-06-29T14:10:00-05:00,1.1,3.7,0.0
2023-06-29T14:15:00-05:00,1.1,3.7,0.0
2023-06-29T14:20:00-05:00,1.1,3.7,0.0
2023-06-29T14:25:00-05:00,1.0,3.7,0.0
2023-06-29T14:30:00-05:00,1.0,3.7,0.0
2023-06-29T14:35:00-05:00,0.7,3.6,1.5
2023-06-29T14:40:00-05:00,0.4,3.6,0.0
2023-06-29T14:45:00-05:00,0.4,3.6,0.0
2023-06-29T14:50:00-05:00,0.4,3.6,0.0
2023-06-29T14:55:00-05:00,0.4,3.6,0.0
2023-06-29T15:00:00-05:00,0.5,3.5,0.0
2023-06-29T15:05:00-05:00,0.4,3.5,0.3
2023-06-29T15:10:00-05:00,0.4,3.5,0.0
2023-06-29T15:15:00-05:00,0.4,3.5,0.0
2023-06-29T15:20:00-05:00,0.4,3.5,0.0
2023-06-29T15:25:00-05:00,5.0,3.4,0.0
2023-06-29T15:30:00-05:00,0.3,3.4,0.0
2023-06-29T15:35:00-05:00,0.5,3.4,0.0
2023-06-29T15:40:00-05:00,1.0,3.4,0.0
2023-06-29T15:45:00-05:00,1.0,3.3,0.0
2023-06-29T15:50:00-05:00,1.0,3.3,0.0
2023-06-29T15:55:00-05:00,1.0,3.3,0.0
2023-06-29T16:00:00-05:00,1.0,3.3,0.0
2023-06-29T16:05:00-05:00,1.1,3.2,0.0
2023-06-29T16:10:00-05:00,1.1,3.2,0.0
2023-06-29T16:15:00-05:00,1.1,3.1,0.0
2023-06-29T16:20:00-05:00,1.2,3.1,0.0
2023-06-29T16:25:00-05:00,4.9,3.1,0.0
2023-06-29T16:30:00-05:00,2.1,3.0,0.0
2023-06-29T16:35:00-05:00,0.7,3.0,0.0
2023-06-29T16:40:00-05:00,0.5,2.9,1.6
2023-06-29T16:45:00-05:00,0.5,2.9,0.0
2023-06-29T16:50:00-05:00,0.6,2.8,0.0
2023-06-29T16:55:00-05:00,0.9,2.8,0.0
2023-06-29T17:00:00-05:00,0.9,2.7,0.0
2023-06-29T17:05:00-05:00,0.7,2.7,0.0
2023-06-29T17:10:00-05:00,1.3,1.3,0.0
2023-06-29T17:15:00-05:00,1.1,0.0,0.0
2023-06-29T17:20:00-05:00,0.5,0.9,0.0
2023-06-29T17:25:00-05:00,3.2,2.4,0.0
2023-06-29T17:30:00-05:00,3.8,2.4,0.0
2023-06-29T17:35:00-05:00,3.8,2.4,0.0
2023-06-29T17:40:00-05:00,3.8,2.3,0.0
2023-06-29T17:45:00-05:00,3.8,2.2,0.0
2023-06-29T17:50:00-05:00,3.8,2.2,1.8
2023-06-29T17:55:00-05:00,3.7,2.1,0.0
2023-06-29T18:00:00-05:00,3.7,1.8,0.0
2023-06-29T18:05:00-05:00,3.7,1.7,0.0
2023-06-29T18:10:00-05:00,3.7,1.5,0.0
2023-06-29T18:15:00-05:00,1.2,1.5,0.0
2023-06-29T18:20:00-05:00,1.3,1.2,0.0
2023-06-29T18:25:00-05:00,7.0,1.1,0.0
2023-06-29T18:30:00-05:00,8.3,1.0,0.0
2023-06-29T18:35:00-05:00,8.3,0.9,0.0
2023-06-29T18:40:00-05:00,0.5,0.8,0.0
2023-06-29T18:45:00-05:00,2.3,0.6,0.0
2023-06-29T18:50:00-05:00,3.6,0.4,1.1
2023-06-29T18:55:00-05:00,2.5,0.4,0.0
2023-06-29T19:00:00-05:00,0.3,0.3,0.0
2023-06-29T19:05:00-05:00,0.3,0.3,0.0
2023-06-29T19:10:00-05:00,3.6,0.3,0.7
2023-06-29T19:15:00-05:00,3.6,0.3,1.4
2023-06-29T19:20:00-05:00,1.2,0.3,1.4
2023-06-29T19:25:00-05:00,0.4,0.2,1.5
2023-06-29T19:30:00-05:00,0.4,0.2,1.6
2023-06-29T19:35:00-05:00,3.6,0.2,1.6
2023-06-29T19:40:00-05:00,3.0,0.2,1.7
2023-06-29T19:45:00-05:00,0.5,0.2,1.9
2023-06-29T19:50:00-05:00,0.4,0.2,2.0
2023-06-29T19:55:00-05:00,3.6,0.2,2.1
2023-06-29T20:00:00-05:00,3.0,0.2,0.0
2023-06-29T20:05:00-05:00,1.2,0.1,0.0
2023-06-29T20:10:00-05:00,3.5,0.1,0.0
2023-06-29T20:15:00-05:00,3.5,0.1,0.1
2023-06-29T20:20:00-05:00,7.3,0.0,5.9
2023-06-29T20:25:00-05:00,4.5,0.0,7.3
2023-06-29T20:30:00-05:00,3.6,0.0,7.4
2023-06-29T20:35:00-05:00,3.6,0.0,0.0
2023-06-29T20:40:00-05:00,3.6,0.0,0.0
2023-06-29T20:45:00-05:00,3.6,0.0,0.0
2023-06-29T20:50:00-05:00,3.6,0.0,1.7
2023-06-29T20:55:00-05:00,3.6,0.0,3.2
2023-06-29T21:00:00-05:00,3.4,0.0,2.1
2023-06-29T21:05:00-05:00,3.4,0.0,0.0
2023-06-29T21:10:00-05:00,3.3,0.0,0.0
2023-06-29T21:15:00-05:00,7.1,0.0,3.3
2023-06-29T21:20:00-05:00,6.2,0.0,3.3
2023-06-29T21:25:00-05:00,3.4,0.0,0.9
2023-06-29T21:30:00-05:00,3.3,0.0,0.1
2023-06-29T21:35:00-05:00,3.3,0.0,0.2
2023-06-29T21:40:00-05:00,3.3,0.0,3.4
2023-06-29T21:45:00-05:00,4.3,0.0,2.8
2023-06-29T21:50:00-05:00,8.1,0.0,0.3
2023-06-29T21:55:00-05:00,3.3,0.0,0.2
2023-06-29T22:00:00-05:00,3.3,0.0,3.4
2023-06-29T22:05:00-05:00,3.2,0.0,2.9
2023-06-29T22:10:00-05:00,3.2,0.0,1.1
2023-06-29T22:15:00-05:00,3.2,0.0,3.3
2023-06-29T22:20:00-05:00,3.3,0.0,3.4
2023-06-29T22:25:00-05:00,3.2,0.0,7.3
2023-06-29T22:30:00-05:00,3.2,0.0,4.5
2023-06-29T22:35:00-05:00,3.2,0.0,3.6
2023-06-29T22:40:00-05:00,3.2,0.0,3.6
2023-06-29T22:45:00-05:00,3.1,0.0,3.6
2023-06-29T22:50:00-05:00,3.1,0.0,3.6
2023-06-29T22:55:00-05:00,3.1,0.0,3.6
2023-06-29T23:00:00-05:00,3.1,0.0,3.6
2023-06-29T23:05:00-05:00,3.2,0.0,3.4
2023-06-29T23:10:00-05:00,3.1,0.0,3.4
2023-06-29T23:15:00-05:00,3.1,0.0,3.3
2023-06-29T23:20:00-05:00,3.1,0.0,7.1
2023-06-29T23:25:00-05:00,3.1,0.0,6.2
2023-06-29T23:30:00-05:00,3.1,0.0,3.4
2023-06-29T23:35:00-05:00,3.1,0.0,3.3
2023-06-29T23:40:00-05:00,3.1,0.0,3.3
2023-06-29T23:45:00-05:00,3.1,0.0,3.3
2023-06-29T23:50:00-05:00,3.1,0.0,4.3
2023-06-29T23:55:00-05:00,3.1,0.0,8.1
